Horodateur,"En temps normal, à quelle fréquence utilisez-vous les transports en commun ?","En temps normal, à quelle(s) heure(s) utilisez-vous les transports en commun ?",Dans quel cadre prenez-vous majoritairement les transports en commun ?,Quels types de transports en commun utilisez-vous ?,Quel temps passez-vous en moyenne dans les transports en commun par jour ?,Ressentez-vous de l'insécurité en prenant les transports en commun ?,"Si oui,  à quelle(s) heure(s) ?",Avez-vous déjà été témoins de comportements correspondant à cette définition du harcèlement ?,Avez-vous déjà subi du harcèlement dans les transports en commun ?,"Si oui, est-ce-que cette expérience a entrainé un ou plusieurs changements de comportement de votre part ?","Si oui, avez-vous été victime de violences physiques en lien avec ce harcèlement ? ",Connaissez-vous le dispositif Alerte 3117 ?,"Si oui, l'avez-vous déjà utilisé ?",Pensez-vous que le dispositif Alerte 3117 soit une solution efficace dans les situations de harcèlement sexuel ou sexiste ?,Pourquoi ?,Connaissez-vous l'arrêt à la demande ?,"Si oui, l'avez-vous déjà utilisé ?",Pensez-vous que le dispositif d'arrêt à la demande soit une solution efficace pour éviter le harcèlement sexuel ou sexiste ?,Pourquoi ?,"Selon-vous, à quel point cette campagne de communication est-elle efficace pour lutter contre le harcèlement dans les transports en commun ?",Pourquoi ?,Quel est votre genre ?,Quel est votre âge ?,Quelle est votre catégorie socio-professionnelle ?,Dans quelle ville habitez-vous ?,
2022/02/16 4:54:47 PM UTC+1,Tous les jours,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Heures creuses (9h30 - 16h30);Le soir (après 19h30)",Déplacements scolaires/professionnels,"Métros, tramways;TER, transiliens;Trains longue distance (intercités, TGV);Bus, car (jour);Bus, car (nuit)",Entre 1 heure et 2 heures,7,"Tôt le matin (5h - 7h30);Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)","Non, jamais","Oui, à plusieurs reprises","Changement de siège ou de wagon en cas de sentiment d'insécurité;Modification du style vestimentaire;Réduction de l'usage des transports en commun en favorisant d'autres modes de déplacements (vélo, taxi, véhicule personnel, etc.)",Non,Oui,Oui,1,"Il n y’a pas de réactivité, alors que c’est souvent urgent!",Non,Non,4,Moins de trajet seul entre le moyen de transport et le domicile,3,Il n y’a pas de politique zéro tolérance face à l’insécurité en France et cela les agresseurs le savent donc ce n’est pas une campagne de but qui leur ferait peur.,Je ne me reconnais pas dans ces catégories,26 - 35 ans,Cadres et professions intellectuelles supérieures,Sartrouville,
2022/02/16 4:55:04 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)",Déplacements scolaires/professionnels,"Métros, tramways;Bus, car (jour)",Entre 1 heure et 2 heures,8,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)","Oui, à plusieurs reprises","Oui, à plusieurs reprises",Changement de siège ou de wagon en cas de sentiment d'insécurité,Oui et je n'ai pas porté plainte,Oui,Non,2,"En tant que victime, on n’a pas le temps (et émotionnellement la tête) pour penser à ce numero ",Non,Non,,,3,,Féminin,26 - 35 ans,Cadres et professions intellectuelles supérieures,Le Kremlin-Bicêtre ,
2022/02/16 4:56:21 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)",Déplacements scolaires/professionnels,"Métros, tramways;TER, transiliens",Entre 30 minutes et 1 heure,7,Tôt le matin (5h - 7h30);Le soir (après 19h30),"Oui, à plusieurs reprises","Oui, à plusieurs reprises",Changement de siège ou de wagon en cas de sentiment d'insécurité;Modification du style vestimentaire,Oui et je n'ai pas porté plainte,Oui,Non,3,,Non,Non,3,,3,,Féminin,26 - 35 ans,Employé·es et personnel de service,Paris,
2022/02/16 4:59:53 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)","Déplacements liés à la vie quotidienne (courses, loisirs...)","Métros, tramways;TER, transiliens",Entre 1 heure et 2 heures,6,Tôt le matin (5h - 7h30),"Oui, à plusieurs reprises","Oui, à plusieurs reprises",Changement de siège ou de wagon en cas de sentiment d'insécurité,Non,Oui,Oui,1,"Le temps de réponse aux SMS est déjà trop long, en cas d'urgence, il n'y a pas d'intervention rapide des forces de l'ordre qui se fait. ",Oui,Non,3,C'est un premier pas. Insuffisant malheureusement. ,1,"Parce que les véritables aggresseurs ne sont pas identifiés, ce sont des hommes qui violent, sont violents verbalement et physiquement envers les femmes et personnes perçues comme telles, pas des loups, des requins ou des ours ! Arrêtons de fermer les yeux sur les faits réels. ",Féminin,36 - 45 ans,Employé·es et personnel de service,Saint leu la Forêt,
2022/02/16 5:00:39 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)",Déplacements scolaires/professionnels,"Métros, tramways;TER, transiliens",Entre 1 heure et 2 heures,8,,"Oui, à plusieurs reprises","Oui, à plusieurs reprises",Changement de siège ou de wagon en cas de sentiment d'insécurité,Non,Oui,Non,2,Je crois qu'il faut plus de renfort sur place ,Non,Non,4,,3,,Féminin,36 - 45 ans,Employé·es et personnel de service,Saint-Quentin-en-Yvelines ,
2022/02/16 5:03:09 PM UTC+1,2 à 3 fois par mois,Le soir (après 19h30),"Déplacements liés à la vie quotidienne (courses, loisirs...)","Métros, tramways;TER, transiliens;Bus, car (jour)",Moins de 30 minutes,7,Le soir (après 19h30),"Oui, à plusieurs reprises","Oui, une seule fois",Changement de siège ou de wagon en cas de sentiment d'insécurité,Non,Oui,Oui,1,Délai de réponse trop long,Oui,Non,4,Moins de temps entre le transport et le lieu où on se rend donc moins de possibilité d'agression ,4,"L'image utilisée est parlante, le numéro à contacter est très visible ",Féminin,18 - 25 ans,Étudiant·e,Fontenay le fleury,
2022/02/16 5:03:22 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Heures creuses (9h30 - 16h30);Le soir (après 19h30)",Déplacements scolaires/professionnels,"Métros, tramways;TER, transiliens",Entre 30 minutes et 1 heure,6,Le soir (après 19h30),"Oui, fréquemment","Oui, à plusieurs reprises",Changement de siège ou de wagon en cas de sentiment d'insécurité;Modification du style vestimentaire,Non,Oui,Non,,,Non,Non,4,,2,,Féminin,26 - 35 ans,Cadres et professions intellectuelles supérieures,Saint-Denis ,
2022/02/16 5:06:16 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)","Déplacements liés à la vie quotidienne (courses, loisirs...)","Métros, tramways;TER, transiliens;Trains longue distance (intercités, TGV);Bus, car (nuit)",Moins de 30 minutes,8,Heures creuses (9h30 - 16h30);Le soir (après 19h30),"Oui, à plusieurs reprises","Oui, à plusieurs reprises","Changement de siège ou de wagon en cas de sentiment d'insécurité;Réduction de l'usage des transports en commun en favorisant d'autres modes de déplacements (vélo, taxi, véhicule personnel, etc.)",Non,Oui,Non,3,Je ne sais pas je ne l'ai jamais utilisé depuis qu'il existe,Oui,Non,4,Ça permettrait d'appréhender le coupable et mettre en sécurité la victime,3,Ça n'arrête malheureusement pas les personnes capables de harceler,Féminin,36 - 45 ans,Professions intermédiaires (cadres moyens),Paris,
2022/02/16 5:08:06 PM UTC+1,2 à 3 fois par semaine,Le soir (après 19h30),"Déplacements liés à la vie quotidienne (courses, loisirs...)","Métros, tramways;Trains longue distance (intercités, TGV);Bus, car (nuit)",Moins de 30 minutes,7,Le soir (après 19h30),"Oui, à plusieurs reprises","Oui, à plusieurs reprises",Changement de siège ou de wagon en cas de sentiment d'insécurité;Favorisation de l'usage des transports en groupe,Non,Non,Non,3,,Oui,Oui,2,La personne peut nous suivre,2,,Féminin,26 - 35 ans,Cadres et professions intellectuelles supérieures,Paris ,
2022/02/16 5:08:57 PM UTC+1,2 à 3 fois par semaine,"Tôt le matin (5h - 7h30);Heures de pointe (7h30 - 9h30, 16h30 - 19h30)",Déplacements scolaires/professionnels,"TER, transiliens;Bus, car (jour)",Entre 1 heure et 2 heures,5,Le soir (après 19h30),"Oui, une seule fois","Non, jamais",,Non,Non,,,,Non,,,,3,,Féminin,36 - 45 ans,Cadres et professions intellectuelles supérieures,91600,
2022/02/16 5:12:33 PM UTC+1,2 à 3 fois par mois,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)",Déplacements scolaires/professionnels,"Métros, tramways;TER, transiliens;Bus, car (nuit)",Entre 30 minutes et 1 heure,7,Heures creuses (9h30 - 16h30);Le soir (après 19h30),"Oui, fréquemment","Oui, à plusieurs reprises",Changement de siège ou de wagon en cas de sentiment d'insécurité;Modification du style vestimentaire,Oui et je n'ai pas porté plainte,Oui,Non,2,"Il faut avoir le réflexe de l’utiliser, et il faudrait que le dispositif puisse déclencher une réaction immédiate ce qui n’est pas possible",Oui,Non,3,,3,C’est une bonne chose de faire une campagne et de donner de la visibilité au problème du harcèlement. Mais remplacer l’humain par un animal déresponsabilise les coupables ,Féminin,26 - 35 ans,Cadres et professions intellectuelles supérieures,Gif sur Yvette,
2022/02/16 5:14:22 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Heures creuses (9h30 - 16h30)","Déplacements liés à la vie quotidienne (courses, loisirs...)","Métros, tramways",Moins de 30 minutes,7,Le soir (après 19h30),"Oui, à plusieurs reprises","Oui, à plusieurs reprises","Changement de siège ou de wagon en cas de sentiment d'insécurité;Modification du style vestimentaire;Favorisation de l'usage des transports en groupe;Réduction de l'usage des transports en commun en favorisant d'autres modes de déplacements (vélo, taxi, véhicule personnel, etc.)",Non,Non,Non,1,Besoin d’une réaction immédiate et contextuelle,Non,Non,4,Pour éviter de se faire suivre dans la rue,1,"Elle ne fait que renvoyer aux femmes qu’elles sont vulnérables et aux agresseurs qu’ils sont forts, ce n’est pas du tout dissuasif pour les agresseurs et c’est anxiogène pour les victimes ",Féminin,26 - 35 ans,Cadres et professions intellectuelles supérieures,Paris,
2022/02/16 5:16:59 PM UTC+1,Quasiment jamais,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)","Déplacements liés à la vie quotidienne (courses, loisirs...)","Métros, tramways;Bus, car (jour)",Moins de 30 minutes,4,,"Non, jamais","Non, jamais",,,Non,,,,Non,Non,,,5,,Féminin,36 - 45 ans,"Artisan·es, commerçant·es et chef·fes d'entreprise",Toulouse,
2022/02/16 5:19:16 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)",Déplacements scolaires/professionnels,"Métros, tramways",Entre 1 heure et 2 heures,7,Le soir (après 19h30),"Oui, à plusieurs reprises","Oui, à plusieurs reprises","Changement de siège ou de wagon en cas de sentiment d'insécurité;Modification du style vestimentaire;Réduction de l'usage des transports en commun en favorisant d'autres modes de déplacements (vélo, taxi, véhicule personnel, etc.)",Non,Non,Non,3,"Parce que entre le temps que l'alerte arrive et que quelqu'un se déplace pour aider, le harceleur peut être déjà parti",Non,Non,4,C'est plus efficace pour empêcher le harceleur de s'échapper,2,Il y a pas mal de gens qui s'en fichent. Certains hommes ne comprennent pas ce que l'on subi,Féminin,36 - 45 ans,Employé·es et personnel de service,Paris,
2022/02/16 5:20:52 PM UTC+1,2 à 3 fois par mois,Tôt le matin (5h - 7h30);Heures creuses (9h30 - 16h30),Déplacements scolaires/professionnels,"Métros, tramways;Bus, car (jour)",Moins de 30 minutes,9,Tôt le matin (5h - 7h30),"Oui, à plusieurs reprises","Oui, une seule fois","Changement de siège ou de wagon en cas de sentiment d'insécurité;Réduction de l'usage des transports en commun en favorisant d'autres modes de déplacements (vélo, taxi, véhicule personnel, etc.)",Non,Non,Non,3,On peut ne pas avoir le temps pour téléphoner pendant ....,Non,,5,Pour éviter les endroits dangereux ,3,Pas tout le monde regarde des pub ,Féminin,46 - 55 ans,Employé·es et personnel de service,Paris,
2022/02/16 5:26:17 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)",Déplacements scolaires/professionnels,"Métros, tramways;TER, transiliens;Bus, car (jour)",Entre 1 heure et 2 heures,7,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)","Oui, fréquemment","Oui, une seule fois",Changement de siège ou de wagon en cas de sentiment d'insécurité,Non,Non,Non,3,Le temps de riposte ne sera peut-être pas rapide ,Non,Non,,,4,Ça permet de mobiliser des témoins et de dissuader les agresseurs,Féminin,18 - 25 ans,Étudiant·e,Orly,
2022/02/16 5:28:02 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)",Déplacements scolaires/professionnels,"Métros, tramways;TER, transiliens;Bus, car (jour)",Entre 30 minutes et 1 heure,3,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)","Oui, à plusieurs reprises","Oui, à plusieurs reprises",Changement de siège ou de wagon en cas de sentiment d'insécurité;Modification du style vestimentaire;Favorisation de l'usage des transports en groupe,Non,Oui,Non,1,Ne fait pas cesser l’harceleur directement,Non,,1,L’harceleur peut sortir du bus également ou sortir au prochain arrêt proche.,1,Juste une image,Féminin,26 - 35 ans,Cadres et professions intellectuelles supérieures,92250,
2022/02/16 5:28:17 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)",Déplacements scolaires/professionnels,"Métros, tramways",Entre 30 minutes et 1 heure,7,Heures creuses (9h30 - 16h30);Le soir (après 19h30),"Oui, à plusieurs reprises","Oui, fréquemment",Changement de siège ou de wagon en cas de sentiment d'insécurité,Non,Oui,Non,3,Je ne l’ai jamais utilisé ,Oui,Non,3,,1,,Féminin,18 - 25 ans,Étudiant·e,Ile de France,
2022/02/16 5:31:31 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Heures creuses (9h30 - 16h30);Le soir (après 19h30)",Déplacements scolaires/professionnels,"Métros, tramways",Entre 30 minutes et 1 heure,4,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)","Oui, à plusieurs reprises","Oui, à plusieurs reprises","Changement de siège ou de wagon en cas de sentiment d'insécurité;Modification du style vestimentaire;Réduction de l'usage des transports en commun en favorisant d'autres modes de déplacements (vélo, taxi, véhicule personnel, etc.)",Non,Non,Non,3,Ne sais pas,Non,Non,3,Ne connais pas ,4,Beaucoup de signifiants qui perturbent le message,Féminin,36 - 45 ans,Cadres et professions intellectuelles supérieures,Sceaux,
2022/02/16 5:31:35 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)",Déplacements scolaires/professionnels,"Métros, tramways;TER, transiliens;Bus, car (jour)",Entre 30 minutes et 1 heure,7,Le soir (après 19h30),"Oui, à plusieurs reprises","Non, jamais",,,Oui,Non,3,,Non,,3,,3,,Féminin,46 - 55 ans,Professions intermédiaires (cadres moyens),Créteil ,
2022/02/16 5:32:46 PM UTC+1,Tous les jours ,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)","Déplacements liés à la vie quotidienne (courses, loisirs...)","Métros, tramways;Bus, car (jour)",Entre 30 minutes et 1 heure,2,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)","Oui, fréquemment","Oui, à plusieurs reprises",Changement de siège ou de wagon en cas de sentiment d'insécurité,Non,Oui,Non,3,Trop long,Oui,Non,3,Ce n’est que pour le bus,2,On ne s’identifie pas,Féminin,46 - 55 ans,"Artisan·es, commerçant·es et chef·fes d'entreprise",Paris ,
2022/02/16 5:36:39 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)","Déplacements liés à la vie quotidienne (courses, loisirs...)","Métros, tramways;TER, transiliens;Trains longue distance (intercités, TGV);Bus, car (jour);Bus, car (nuit)",Entre 30 minutes et 1 heure,7,Le soir (après 19h30),"Oui, à plusieurs reprises","Oui, à plusieurs reprises",Changement de siège ou de wagon en cas de sentiment d'insécurité,Non,Non,Non,,,Non,Non,,,4,,Féminin,26 - 35 ans,Cadres et professions intellectuelles supérieures,Paris,
2022/02/16 5:37:25 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Heures creuses (9h30 - 16h30);Le soir (après 19h30)",Déplacements scolaires/professionnels,"Métros, tramways;TER, transiliens;Trains longue distance (intercités, TGV);Bus, car (jour)",Plus de 2 heures,4,,"Oui, à plusieurs reprises","Oui, à plusieurs reprises",,Non,Oui,Non,1,Sert a rien.,Non,Non,2,Rien n'empêche les types déterminés de descendre en même temps,1,"Trop clivant, les hommes se sentent agressés ",Féminin,26 - 35 ans,Cadres et professions intellectuelles supérieures,Metz et Paris,
2022/02/16 5:37:37 PM UTC+1,5-6 fois par semaine,"Tôt le matin (5h - 7h30);Heures de pointe (7h30 - 9h30, 16h30 - 19h30)",Déplacements scolaires/professionnels,"Métros, tramways;TER, transiliens;Bus, car (jour)",Plus de 2 heures,7,Le soir (après 19h30),"Oui, à plusieurs reprises","Oui, à plusieurs reprises",Changement de siège ou de wagon en cas de sentiment d'insécurité;Modification du style vestimentaire,Non,Oui,Non,4,"Il permet de rassurer les victimes, dissuader les harceleurs, et peut simplement sauver des victimes de situations inconfortables ",Non,Non,3,Je ne connais pas ,3,Il faut lire en petit les numéros + ça fait penser que seulement les femmes sont concernées (j’en suis une et pourtant je ne pense pas que les hommes ne soient pas concernés),Féminin,18 - 25 ans,Employé·es et personnel de service,Créteil ,
2022/02/16 5:38:35 PM UTC+1,5 fois par semaine ,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)",Déplacements scolaires/professionnels,"Métros, tramways",Entre 30 minutes et 1 heure,8,Le soir (après 19h30),"Oui, à plusieurs reprises","Oui, à plusieurs reprises",Changement de siège ou de wagon en cas de sentiment d'insécurité,Non,Oui,Non,4,,Oui,Non,3,,2,,Féminin,56 - 65 ans,Cadres et professions intellectuelles supérieures,Paris ,
2022/02/16 5:39:01 PM UTC+1,2 à 3 fois par semaine,"Tôt le matin (5h - 7h30);Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)",Déplacements scolaires/professionnels,"Métros, tramways;TER, transiliens;Bus, car (jour);Bus, car (nuit)",Entre 1 heure et 2 heures,3,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)","Oui, à plusieurs reprises","Non, jamais",,,Oui,Non,3,Si les personnes réagissaient au lieu de faire l’autruche on n’en serait pas là…. ,Non,Non,5,A force de subir ce genre d’arrêt peut-être que les personnes se bougeraient! ,3,Car cela continue toujours au quotidien. La posture qu’on peut avoir peut jouer. J’envoie balader direct le mec et le remet direct en place. Si il faut taper je n’hésiterais pas… ,Féminin,36 - 45 ans,Cadres et professions intellectuelles supérieures,Paris,
2022/02/16 5:39:02 PM UTC+1,J’ai pris les transports pendant plus de 10 ans et depuis 4 mois je prend la voiture ,Tôt le matin (5h - 7h30);Heures creuses (9h30 - 16h30),Déplacements scolaires/professionnels,"Métros, tramways;TER, transiliens",Entre 30 minutes et 1 heure,5,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)","Oui, fréquemment","Oui, à plusieurs reprises",Changement de siège ou de wagon en cas de sentiment d'insécurité,Non,Oui,Non,3,J’attend de voir ce que cela donnerait si j’étais amenée à appeler ce numéro ,Non,Non,3,,4,"Parce que cela démontre bien que nous, femmes, sommes les proies ",Féminin,26 - 35 ans,Employé·es et personnel de service,Cormeilles en Parisis ,
2022/02/16 5:45:52 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)",Déplacements scolaires/professionnels,"Métros, tramways",Entre 30 minutes et 1 heure,5,Le soir (après 19h30),"Non, jamais","Oui, à plusieurs reprises","Changement de siège ou de wagon en cas de sentiment d'insécurité;Modification du style vestimentaire;Réduction de l'usage des transports en commun en favorisant d'autres modes de déplacements (vélo, taxi, véhicule personnel, etc.)",Non,Oui,Non,3,Il y a au moins une solution à porter de main au cas où même si à mon avis se serait plutôt une solidarité entre passagers qui découragerait ce genre de comportement,Non,,3,Je ne sais pas ce qu'est l'arrêt à la demande,3,,Féminin,26 - 35 ans,"Artisan·es, commerçant·es et chef·fes d'entreprise",Boulogne Billancourt ,
